"Houston Rockets","Jae'Sean Tate","2650"
"Houston Rockets","Jabari Smith Jr.","3489"
"Houston Rockets","Fred VanVleet","527"
"Dallas Mavericks","Markieff Morris","374"
"Dallas Mavericks","Derrick Jones Jr.","283"
"Dallas Mavericks","Kyrie Irving","261"
"Dallas Mavericks","Joe Wieskamp","2862"
"Dallas Mavericks","Mike Jr. Miles","4045"
"Dallas Mavericks","Tim Hardaway Jr.","215"
"Dallas Mavericks","Dante Exum","164"
"Dallas Mavericks","Richaun Holmes","246"
"Dallas Mavericks","Jaden Hardy","3407"
"Dallas Mavericks","Seth Curry","123"
"Dallas Mavericks","Josh Green","2593"
"Dallas Mavericks","Jordan Walker","3961"
"Dallas Mavericks","Maxi Kleber","817"
"Dallas Mavericks","A.J. Lawson","2890"
"Dallas Mavericks","OlivierMaxence Prosper","3960"
"Dallas Mavericks","Luka Doncic","963"
"Dallas Mavericks","Dexter Dennis","3959"
"Dallas Mavericks","Dereck II Lively","4044"
"Dallas Mavericks","Grant Williams","1901"
"Dallas Mavericks","Greg Brown III","2795"
"Dallas Mavericks","Dwight Powell","433"
"Detroit Pistons","Jontay Porter","2557"
"Detroit Pistons","James Wiseman","2666"
"Detroit Pistons","Killian Hayes","2599"
"Detroit Pistons","Marcus Sasser","3970"
"Detroit Pistons","Isaiah Livers","2829"
"Detroit Pistons","Stanley Umude","3790"
"Detroit Pistons","Jaden Ivey","3451"
"Detroit Pistons","Alec Burks","84"
"Detroit Pistons","Jalen Duren","3433"
"Detroit Pistons","Zavier Simpson","2678"
"Detroit Pistons","Joe Harris","221"
"Detroit Pistons","Cade Cunningham","2801"
"Detroit Pistons","Isaiah Stewart","2648"
"Detroit Pistons","Ausar Thompson","3971"
"Detroit Pistons","Jared Rhoden","3481"
"Detroit Pistons","Malcolm Cazalon","3968"
"Detroit Pistons","Tosan Evbuomwan","3969"
"Detroit Pistons","Marvin Bagley III","931"
"Detroit Pistons","Kevin Knox II","987"
"Detroit Pistons","Buddy Boeheim","3417"
"Denver Nuggets","Christian Braun","3420"
"Denver Nuggets","DeAndre Jordan","286"
"Denver Nuggets","Peyton Watson","3498"
"Denver Nuggets","Amida Brimah","1055"
"Denver Nuggets","Jamorko Pickett","2840"
"Denver Nuggets","Kentavious Caldwell-Pope","89"
"Denver Nuggets","Michael Porter Jr.","1014"
"Denver Nuggets","Braxton Key","3091"
"Denver Nuggets","A. Toney","4070"
"Denver Nuggets","Aaron Gordon","195"
"Denver Nuggets","Justin Holiday","243"
"Denver Nuggets","Hunter Tyson","3967"
"Denver Nuggets","Collin Gillespie","3441"
"Denver Nuggets","Andrew Funk","3964"
"Denver Nuggets","Jalen Pickett","3965"
"Denver Nuggets","Reggie Jackson","264"
"Denver Nuggets","Julian Strawther","3966"
"Denver Nuggets","Jay Huff","2814"
"Denver Nuggets","Jamal Murray","383"
"Denver Nuggets","Zeke Nnaji","2627"
"Denver Nuggets","Armaan Franklin","3963"
"Denver Nuggets","Nikola Jokic","279"
"New Orleans Pelicans","Jordan Hawkins","4002"
"New Orleans Pelicans","Dyson Daniels","3406"
"New Orleans Pelicans","Izaiah Brockington","3421"
"New Orleans Pelicans","Naji Marshall","2668"
"New Orleans Pelicans","Brandon Ingram","260"
"New Orleans Pelicans","Jose Alvarado","2941"
"New Orleans Pelicans","E.J. Liddell","3462"
"New Orleans Pelicans","Kaiser Gates","1071"
"New Orleans Pelicans","Dereon Seabron","3486"
"New Orleans Pelicans","Herbert Jones","2822"
"New Orleans Pelicans","Malcolm Hill","3380"
"New Orleans Pelicans","Landers II Nolley","4048"
"New Orleans Pelicans","Cody Zeller","571"
"New Orleans Pelicans","Zion Williamson","1902"
"New Orleans Pelicans","Jalen Crutcher","2990"
"New Orleans Pelicans","Jonas Valanciunas","525"
"New Orleans Pelicans","Matt Ryan","3195"
"New Orleans Pelicans","Larry Nance Jr.","385"
"New Orleans Pelicans","Tevian Jones","4004"
"New Orleans Pelicans","Liam Robbins","4005"
"New Orleans Pelicans","CJ McCollum","347"
"New Orleans Pelicans","Kira Lewis Jr.","2611"
"New Orleans Pelicans","Trey Jemison","4003"
"New Orleans Pelicans","Jeremiah Robinson-Earl","2846"
"Cleveland Cavaliers","Jarrett Allen","727"
"Cleveland Cavaliers","Max Strus","2051"
"Cleveland Cavaliers","Evan Mobley","2835"
"Cleveland Cavaliers","Sam Merrill","2623"
"Cleveland Cavaliers","Pete Nance","3957"
"Cleveland Cavaliers","Sharife Cooper","2800"
"Cleveland Cavaliers","Tristan Thompson","515"
"Cleveland Cavaliers","Isaac Okoro","2630"
"Cleveland Cavaliers","Caris LeVert","317"
"Cleveland Cavaliers","Darius Garland","1860"
"Cleveland Cavaliers","Zhaire Smith","1025"
"Cleveland Cavaliers","Damian Jones","281"
"Cleveland Cavaliers","Donovan Mitchell","840"
"Cleveland Cavaliers","Emoni Bates","3956"
"Cleveland Cavaliers","Isaiah Mobley","3472"
"Cleveland Cavaliers","Craig Jr. Porter","4043"
"Cleveland Cavaliers","Justin Powell","3958"
"Cleveland Cavaliers","Dean Wade","2392"
"Cleveland Cavaliers","Georges Niang","391"
"Cleveland Cavaliers","Ty Jerome","1870"
"Chicago Bulls","Carlik Jones","3081"
"Chicago Bulls","Dalen Terry","3494"
"Chicago Bulls","Andre Drummond","147"
"Chicago Bulls","Nikola Vucevic","534"
"Chicago Bulls","Onuralp Bitim","3951"
"Chicago Bulls","Henri Drell","3952"
"Chicago Bulls","Adama Sanogo","3955"
"Chicago Bulls","Patrick Williams","2664"
"Chicago Bulls","Julian Phillips","3954"
"Chicago Bulls","Zach LaVine","308"
"Chicago Bulls","Coby White","1900"
"Chicago Bulls","Torrey Craig","765"
"Chicago Bulls","Terry Taylor","2853"
"Chicago Bulls","Ayo Dosunmu","2802"
"Chicago Bulls","Quenton Jackson","3452"
"Chicago Bulls","Jevon Carter","949"
"Chicago Bulls","Justin Lewis","3461"
"Chicago Bulls","Alex Caruso","631"
"Chicago Bulls","Max Heidegger","3953"
"Chicago Bulls","DeMar DeRozan","136"
"Washington Wizards","Johnny Davis","3428"
"Washington Wizards","Jordan Poole","1887"
"Washington Wizards","Eugene Omoruyi","2838"
"Washington Wizards","Jared Butler","2796"
"Washington Wizards","Kyle Kuzma","820"
"Washington Wizards","Chase Audige","4035"
"Washington Wizards","Deni Avdija","2564"
"Washington Wizards","Mike Muscala","384"
"Washington Wizards","Anthony Gill","2590"
"Washington Wizards","Ryan Rollins","3484"
"Washington Wizards","Bilal Coulibaly","4036"
"Washington Wizards","Corey Kispert","2825"
"Washington Wizards","Patrick Baldwin Jr.","3413"
"Washington Wizards","Tyus Jones","285"
"Washington Wizards","Delon Wright","564"
"Washington Wizards","Jules Bernard","3576"
"Washington Wizards","Xavier Cooks","1191"
"Washington Wizards","Daniel Gafford","1859"
"Washington Wizards","Taj Gibson","190"
"Washington Wizards","Landry Shamet","1022"
"Washington Wizards","Danilo Gallinari","181"
"Phoenix Suns","Jusuf Nurkic","398"
"Phoenix Suns","Bradley Beal","45"
"Phoenix Suns","Udoka Azubuike","2565"
"Phoenix Suns","Keita Bates-Diop","934"
"Phoenix Suns","Kevin Durant","153"
"Phoenix Suns","Jordan Goodwin","3341"
"Phoenix Suns","Eric Gordon","196"
"Phoenix Suns","Josh Okogie","1010"
"Phoenix Suns","Keon Johnson","2820"
"Phoenix Suns","Devin Booker","64"
"Phoenix Suns","Saben Lee","2610"
"Phoenix Suns","Bol Bol","1849"
"Phoenix Suns","Grayson Allen","926"
"Phoenix Suns","Chimezie Metu","999"
"Phoenix Suns","Drew Eubanks","966"
"Phoenix Suns","Nassir Little","1875"
"Phoenix Suns","Yuta Watanabe","1040"
"Orlando Magic","Jonathan Isaac","801"
"Orlando Magic","Moritz Wagner","1037"
"Orlando Magic","Daeqwon Plowden","3478"
"Orlando Magic","Franz Wagner","2858"
"Orlando Magic","Anthony Black","4010"
"Orlando Magic","Wendell Carter Jr.","950"
"Orlando Magic","D.J. Wilson","899"
"Orlando Magic","Trevelin Queen","2671"
"Orlando Magic","Joe Ingles","258"
"Orlando Magic","Jett Howard","4011"
"Orlando Magic","Mac McClung","2833"
"Orlando Magic","Paolo Banchero","3414"
"Orlando Magic","Markelle Fultz","779"
"Orlando Magic","Admiral Schofield","1892"
"Orlando Magic","Cole Anthony","2563"
"Orlando Magic","Jalen Suggs","2852"
"Orlando Magic","Goga Bitadze","1848"
"Orlando Magic","Gary Harris","220"
"Orlando Magic","Chuma Okeke","1883"
"Orlando Magic","Brandon Williams","3398"
"Orlando Magic","Caleb Houstan","3449"
